idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location,anomaly_label_x,anomaly_label_y,net_spending,fee_ratio,cashback_ratio,points_per_dollar,hour,weekday,is_weekend,day_part,transactions_per_user,avg_spent_per_user,merchant_transaction_count
3139,08a34a79-0ba5-40a6-9f09-35aa658fa5f1,USER_08483,2024-04-07 21:53:00,Flight Booking,Delhi to Mumbai,Yatra,1135.7,25.89,51.7,268,Debit Card,Successful,MERCH_0831,Android,Urban,normal,normal,1084.0,0.022796513163687592,0.04552258518975082,0.2359778110416483,21,6,1,Evening,1,1135.7,6
3140,e491d228-df77-4217-9ec5-b98943bf442f,USER_01264,2024-04-08 00:05:00,Food Delivery,Masala Dosa,Uber Eats,8977.43,19.89,20.88,43,Wallet Balance,Successful,MERCH_0346,Android,Urban,normal,normal,8956.550000000001,0.0022155561224091974,0.002325832671488388,0.0047897895054598025,0,0,0,Night,1,8977.43,9
3141,c33d0573-4b27-4491-b712-b5f40c8075d5,USER_07552,2024-04-08 00:28:00,Streaming Service,Basic Plan,Hotstar,9835.4,2.27,15.34,184,UPI,Successful,MERCH_0332,Android,Urban,anomaly,anomaly,9820.06,0.00023079895072899935,0.001559672204485837,0.018707932570103912,0,0,0,Night,1,9835.4,8
3142,fc22a501-f34f-4045-8cd4-b17be8bd6e07,USER_09561,2024-04-08 00:56:00,Electricity Bill,Industrial Bill,Tata Power,985.63,10.34,94.9,364,Debit Card,Successful,MERCH_0549,iOS,Urban,normal,normal,890.73,0.010490752107788926,0.09628359526394287,0.36930694073841097,0,0,0,Night,1,985.63,2
3143,5f030984-865e-4024-a003-dbfbcf1e81f0,USER_00600,2024-04-08 02:13:00,Streaming Service,Standard Plan,Netflix,99.94,34.47,56.57,241,Wallet Balance,Successful,MERCH_0048,iOS,Urban,normal,normal,43.37,0.3449069441664999,0.5660396237742645,2.4114468681208727,2,0,0,Night,3,3231.206666666667,5
3144,29ad856f-8024-4f73-9fee-3c0515e4f209,USER_07661,2024-04-08 02:35:00,Insurance Premium,Home Insurance,HDFC Life,499.82,2.33,51.76,660,Wallet Balance,Successful,MERCH_0758,Web,Urban,normal,normal,448.06,0.004661678204153495,0.10355728062102357,1.3204753711336081,2,0,0,Night,3,4509.2266666666665,12
3145,cae15bf0-2f47-4768-b818-2555dd82efe8,USER_04722,2024-04-08 05:31:00,Food Delivery,Masala Dosa,Foodpanda,4046.03,28.04,13.67,66,Debit Card,Successful,MERCH_0126,Android,Urban,normal,normal,4032.36,0.006930250146439843,0.0033786205243164285,0.01631228636465869,5,0,0,Night,1,4046.03,7
3146,0abc0437-50e5-485b-b2c4-03519c3e37f8,USER_07733,2024-04-08 06:04:00,Food Delivery,Vegetable Biryani,Domino's,9675.82,7.35,64.89,770,Credit Card,Successful,MERCH_0262,Android,Urban,normal,normal,9610.93,0.0007596255407810397,0.0067064083457526085,0.07957981855801369,6,0,0,Morning,1,9675.82,7
3147,d3c1ce76-466b-4cf8-af0a-68563f255b3e,USER_04103,2024-04-08 06:29:00,Gift Card,Rs. 5000 Luxury Card,Lifestyle,3592.65,3.13,70.95,978,Bank Transfer,Pending,MERCH_0248,iOS,Urban,normal,normal,3521.7000000000003,0.0008712231917943579,0.019748653500897665,0.2722224541772786,6,0,0,Morning,2,2228.605,6
3148,44a2736c-6beb-4ec1-9623-4f3b09165872,USER_07477,2024-04-08 09:41:00,Food Delivery,Butter Chicken,Uber Eats,5957.43,1.97,29.43,433,Credit Card,Successful,MERCH_0518,iOS,Rural,normal,normal,5928.0,0.00033067950441717313,0.0049400496522829474,0.07268234792519593,9,0,0,Morning,2,4019.2400000000002,6
3149,df6589ad-6d8e-4702-a0f1-1962e65f15cf,USER_06791,2024-04-08 10:03:00,Insurance Premium,Health Insurance,ICICI Prudential,3259.0,40.06,24.89,76,Debit Card,Successful,MERCH_0644,Android,Urban,normal,normal,3234.11,0.012292114145443388,0.007637312058913778,0.02332003682111077,10,0,0,Morning,1,3259.0,3
3150,ad31ce34-9239-4e20-9029-77f729f56a4b,USER_05413,2024-04-08 10:41:00,Online Shopping,Smart LED TV,Amazon,6463.35,3.34,8.1,329,Debit Card,Successful,MERCH_0844,Android,Urban,normal,normal,6455.25,0.0005167598845799778,0.001253220079370605,0.05090239581641099,10,0,0,Morning,2,4910.765,5
3151,7bab2baf-a966-4260-9bcc-bfd6c1648175,USER_04675,2024-04-08 11:23:00,Streaming Service,Basic Plan,Netflix,9723.26,27.02,27.37,446,Credit Card,Successful,MERCH_0211,iOS,Urban,normal,normal,9695.89,0.002778903371914358,0.0028148995295816425,0.04586938948459673,11,0,0,Morning,2,8618.24,6
3152,3480c452-7833-4ab3-8075-ce8acf968b99,USER_09609,2024-04-08 14:38:00,Education Fee,MBA Entrance Prep,Udemy,2983.66,46.46,16.27,268,Credit Card,Successful,MERCH_0112,iOS,Urban,normal,normal,2967.39,0.015571479324051668,0.005453034192904017,0.08982256691446076,14,0,0,Afternoon,3,3076.6666666666665,6
3153,265ecfe2-4e56-4add-b4e6-2f54743a6bf2,USER_04939,2024-04-08 17:57:00,Rent Payment,Commercial Space Rent,Airbnb,9451.92,42.78,26.61,783,Credit Card,Successful,MERCH_0402,Android,Suburban,normal,normal,9425.31,0.0045260645456161284,0.002815301018205825,0.08284031180966407,17,0,0,Afternoon,1,9451.92,7
3154,48a639cf-ae27-41b9-8218-70904e15c580,USER_08577,2024-04-08 19:35:00,Loan Repayment,Education Loan EMI,ICICI Bank,8811.29,28.6,33.62,61,Wallet Balance,Successful,MERCH_0579,Web,Urban,normal,normal,8777.67,0.003245835740283205,0.0038155593562350116,0.006922936369135506,19,0,0,Evening,2,5874.77,9
3155,8266ec22-60bd-4f83-b6db-b78fbbdad033,USER_01734,2024-04-08 19:51:00,Streaming Service,Basic Plan,Netflix,2872.59,21.98,39.2,391,Credit Card,Successful,MERCH_0194,Android,Urban,normal,normal,2833.3900000000003,0.007651631454541024,0.013646221702366158,0.136114099123091,19,0,0,Evening,1,2872.59,12
3156,62d023bc-b753-44b7-aeae-769bdc2800d2,USER_07291,2024-04-08 20:55:00,Education Fee,Python Programming Course,BYJU'S,2235.78,18.23,55.29,215,Wallet Balance,Successful,MERCH_0576,Android,Rural,normal,normal,2180.4900000000002,0.008153753947168326,0.024729624560556045,0.09616330765996653,20,0,0,Evening,2,1794.555,5
3157,06fe1f83-6101-4be8-a4ca-6dee2f3f0f54,USER_04711,2024-04-08 22:48:00,Online Shopping,Laptop Backpack,Myntra,6047.98,28.01,7.46,145,Credit Card,Successful,MERCH_0030,iOS,Urban,normal,normal,6040.5199999999995,0.004631298383923228,0.00123346968739976,0.023974947007099894,22,0,0,Evening,2,5792.9349999999995,8
3158,99238b88-348a-41fe-9eed-11f3f126585b,USER_09034,2024-04-09 01:00:00,Rent Payment,Co-working Space,Airbnb,1408.6,8.23,52.23,431,Credit Card,Successful,MERCH_0978,Android,Suburban,normal,normal,1356.37,0.005842680675848361,0.0370793695868238,0.30597756637796397,1,1,0,Night,1,1408.6,6
3159,29f8f94f-f84b-4275-a977-e531cbd3d745,USER_05588,2024-04-09 02:27:00,Taxi Fare,Rental Package,Uber,6235.5,29.71,95.18,855,Bank Transfer,Successful,MERCH_0401,Android,Rural,normal,normal,6140.32,0.004764653997273675,0.015264212974099913,0.1371181140245369,2,1,0,Night,2,6385.4,6
3160,e397aefd-61da-4349-9f1d-d16809b98e1d,USER_05528,2024-04-09 02:40:00,Taxi Fare,Share Ride,Ola,9239.11,49.02,38.1,57,Debit Card,Successful,MERCH_0637,iOS,Rural,normal,normal,9201.01,0.005305705852620003,0.004123773826699758,0.006169425410023259,2,1,0,Night,2,5947.1,7
3161,b1f2b596-33f3-45a8-b0a2-d805b3963b81,USER_05636,2024-04-09 03:00:00,Loan Repayment,Personal Loan Payment,SBI,2652.53,46.29,84.45,872,Debit Card,Successful,MERCH_0356,Android,Urban,normal,normal,2568.0800000000004,0.017451263510686023,0.031837528699015655,0.32874274749013205,3,1,0,Night,1,2652.53,5
3162,eb32a266-3181-489a-8518-f4dc4951b16d,USER_06774,2024-04-09 10:13:00,Insurance Premium,Motor Insurance,LIC,2039.53,44.51,13.95,525,Debit Card,Successful,MERCH_0042,Android,Rural,normal,normal,2025.58,0.021823655450030153,0.006839811132957102,0.2574122469392458,10,1,0,Morning,2,5244.990000000001,5
3163,f4682c19-a6d8-44a8-a305-b7de802d73a2,USER_01747,2024-04-09 11:15:00,Taxi Fare,Share Ride,Ola,9055.55,32.3,4.97,816,UPI,Successful,MERCH_0558,Android,Urban,normal,normal,9050.58,0.003566873353910033,0.0005488346925366213,0.09011048473035874,11,1,0,Morning,3,5837.036666666667,5
3164,9cee6866-3e54-4788-a627-11e4302e363c,USER_07646,2024-04-09 14:04:00,Taxi Fare,Airport Transfer,Uber,2763.2,17.41,39.96,743,UPI,Successful,MERCH_0122,Web,Urban,normal,normal,2723.24,0.00630066589461494,0.014461493920092647,0.26889114070642733,14,1,0,Afternoon,1,2763.2,8
3165,670c0877-7368-4f33-9ca8-113e749ec33d,USER_04787,2024-04-09 14:24:00,Taxi Fare,Share Ride,Jugnoo,8329.64,41.41,97.52,857,UPI,Successful,MERCH_0901,Android,Urban,normal,normal,8232.119999999999,0.0049714033259540625,0.01170758880335765,0.10288559889743135,14,1,0,Afternoon,2,6724.039999999999,9
3166,de8b74b3-da7a-4d88-b033-db8630292b2a,USER_01958,2024-04-09 14:27:00,Water Bill,Industrial Use,Mumbai Water,1582.18,0.87,89.28,516,Bank Transfer,Successful,MERCH_0581,Android,Urban,normal,normal,1492.9,0.0005498742241717124,0.056428472108104005,0.326132298474257,14,1,0,Afternoon,2,1981.31,4
3167,27476e83-939a-4e03-abb9-3623f2574b0d,USER_06126,2024-04-10 00:02:00,Movie Ticket,3 Idiots,Carnival Cinemas,8660.06,16.32,93.02,690,Bank Transfer,Successful,MERCH_0993,Android,Urban,normal,normal,8567.039999999999,0.00188451350221592,0.010741265072066476,0.07967612233633485,0,2,0,Night,2,8183.235,3
3168,1175044d-a68d-42fa-bd7c-d2b7f1c3c132,USER_02676,2024-04-10 00:48:00,Water Bill,Commercial Property,Mumbai Water,2936.96,6.2,24.66,763,Credit Card,Successful,MERCH_0101,iOS,Urban,normal,normal,2912.3,0.0021110263674003053,0.008396437132272826,0.2597924384397472,0,2,0,Night,3,5026.796666666667,5
3169,32a4c69a-75bf-40b4-99fa-10b21994a5c6,USER_03341,2024-04-10 04:32:00,Insurance Premium,Travel Insurance,LIC,2686.06,36.27,14.77,306,Wallet Balance,Successful,MERCH_0226,Android,Urban,normal,normal,2671.29,0.013503049075597717,0.005498760265965764,0.11392150584871522,4,2,0,Night,2,4433.9,5
3170,92a8503a-0d14-433f-85e4-749fe8533875,USER_05130,2024-04-10 05:24:00,Bus Ticket,Sleeper Class,RedBus,985.0,47.33,50.2,190,Bank Transfer,Successful,MERCH_0731,iOS,Suburban,normal,normal,934.8,0.048050761421319796,0.05096446700507615,0.19289340101522842,5,2,0,Night,2,1070.12,7
3171,834b3dc3-d2c6-441e-973c-eba234a1dc1d,USER_06953,2024-04-10 07:46:00,Gift Card,Rs. 1000 Shopping Voucher,Pantaloons,5460.46,43.08,89.22,70,Bank Transfer,Successful,MERCH_0456,Android,Urban,normal,normal,5371.24,0.007889445211575582,0.016339282771048593,0.012819432795039245,7,2,0,Morning,2,7623.32,6
3172,7f9cb949-3d2d-4573-99b7-5c35c3ea13f2,USER_04402,2024-04-10 07:49:00,Education Fee,Data Science Bootcamp,BYJU'S,3205.31,17.04,99.98,778,Debit Card,Successful,MERCH_0523,iOS,Suburban,normal,normal,3105.33,0.005316178466357388,0.031191990790282377,0.24272223279495586,7,2,0,Morning,1,3205.31,5
3173,6a3b7e41-1814-485e-90e3-fd9e561df898,USER_06960,2024-04-10 14:01:00,Hotel Booking,Villa,Treebo,9203.25,17.67,29.82,387,Wallet Balance,Successful,MERCH_0177,Android,Urban,normal,normal,9173.43,0.001919973922255725,0.003240159726183685,0.04205036264363132,14,2,0,Afternoon,3,6648.543333333334,4
3174,22927800-f8c4-4265-9879-956fb0ff088e,USER_07193,2024-04-10 14:52:00,Streaming Service,Family Subscription,Amazon Prime,2735.44,13.94,73.03,636,Bank Transfer,Successful,MERCH_0491,Android,Urban,normal,normal,2662.41,0.005096072295499078,0.026697715906764542,0.23250372883338694,14,2,0,Afternoon,1,2735.44,5
3175,758a166f-f7eb-4e57-be37-7af5925be981,USER_06182,2024-04-10 17:14:00,Gas Bill,Domestic LPG Cylinder,Mahanagar Gas,2960.11,21.2,59.98,233,Wallet Balance,Successful,MERCH_0346,Web,Urban,normal,normal,2900.13,0.007161896010621226,0.02026276050552175,0.07871329106012952,17,2,0,Afternoon,1,2960.11,9
3176,febf0117-5591-43f3-b0c3-4aae33cf055f,USER_07687,2024-04-10 18:10:00,Water Bill,Residential Connection,Chennai Metro Water,8313.17,7.32,95.21,435,Wallet Balance,Failed,MERCH_0688,iOS,Urban,normal,normal,8217.960000000001,0.0008805305316744395,0.011452911464579696,0.052326609464259724,18,2,0,Evening,1,8313.17,6
3177,0b771490-f492-4d34-b2d9-3f7f0aae82b0,USER_08470,2024-04-10 19:44:00,Online Shopping,Wireless Earbuds,Flipkart,5439.02,20.78,21.14,17,Debit Card,Successful,MERCH_0735,Android,Suburban,normal,normal,5417.88,0.003820541200436843,0.0038867295946696276,0.003125563060992605,19,2,0,Evening,2,3407.7000000000003,4
3178,a72fd84a-8a3e-4d94-98ab-676f118b816a,USER_05272,2024-04-10 20:08:00,Insurance Premium,Health Insurance,SBI Life,1969.45,4.52,84.03,620,Bank Transfer,Successful,MERCH_0997,Web,Urban,normal,normal,1885.42,0.0022950569956079105,0.042666734367462995,0.3148087029373683,20,2,0,Evening,1,1969.45,4
3179,c5eaf858-9d8a-4c06-b34f-0b562703d0b2,USER_01154,2024-04-10 21:14:00,Online Shopping,Laptop Backpack,Snapdeal,6391.69,12.63,44.02,137,UPI,Successful,MERCH_0311,Web,Urban,normal,normal,6347.669999999999,0.0019760032166766537,0.006887067426611742,0.021434080814307328,21,2,0,Evening,1,6391.69,2
3180,f1a0cb3f-3702-4b39-99a5-eb72c69fc874,USER_07716,2024-04-11 00:56:00,Online Shopping,Laptop Backpack,Flipkart,3152.3,21.33,55.9,689,Wallet Balance,Successful,MERCH_0052,Android,Urban,normal,normal,3096.4,0.006766487961171208,0.01773308378009707,0.2185705675221267,0,3,0,Night,2,6317.625,5
3181,ea8cf793-5865-4d7d-a90c-420093af24a3,USER_06422,2024-04-11 02:58:00,Gaming Credits,500 Gems Pack,Roblox,7158.4,49.62,62.09,296,Wallet Balance,Successful,MERCH_0623,Web,Urban,normal,normal,7096.3099999999995,0.006931716584711667,0.00867372597228431,0.04135002235136344,2,3,0,Night,2,3984.89,5
3182,aa51d21b-1c05-4fd3-9a8d-aa1e76488a41,USER_07142,2024-04-11 04:02:00,Rent Payment,Commercial Space Rent,Airbnb,7188.15,6.24,25.02,866,Wallet Balance,Successful,MERCH_0379,Android,Urban,normal,normal,7163.129999999999,0.0008680954070240605,0.003480728699317627,0.12047606129532634,4,3,0,Night,1,7188.15,5
3183,136ae4bb-3ef3-43e5-8225-5da06968da3b,USER_08957,2024-04-11 08:05:00,Internet Bill,Broadband 50Mbps Plan,Airtel Broadband,9148.37,35.03,18.1,81,Debit Card,Successful,MERCH_0958,Android,Urban,normal,normal,9130.27,0.003829097423912675,0.001978494529626589,0.008854036292804072,8,3,0,Morning,2,5986.185,5
3184,e6480e8d-2210-4d2e-965b-6794680a2c3f,USER_07434,2024-04-11 11:21:00,Hotel Booking,Deluxe Room,Airbnb,4281.33,49.05,76.46,744,UPI,Successful,MERCH_0409,Android,Suburban,normal,normal,4204.87,0.01145672022478996,0.017858936358561475,0.17377777466348074,11,3,0,Morning,1,4281.33,8
3185,c0bd1983-60af-4e6a-986f-230a09703d7e,USER_00755,2024-04-11 11:41:00,Gas Bill,Commercial Gas Connection,Indraprastha Gas,9159.42,31.83,53.42,107,Debit Card,Successful,MERCH_0103,Android,Urban,normal,normal,9106.0,0.0034751108694655334,0.005832247020007817,0.01168196239499881,11,3,0,Morning,1,9159.42,7
3186,a92a4ef1-d163-42d9-9ff3-12ee46250acf,USER_08922,2024-04-11 13:43:00,Food Delivery,Masala Dosa,Swiggy,3840.52,2.04,60.36,356,Debit Card,Successful,MERCH_0603,iOS,Urban,normal,normal,3780.16,0.0005311780696364034,0.01571662170747711,0.09269578077968608,13,3,0,Afternoon,2,6730.365,8
3187,100db505-f91e-4b4f-8e69-3a7c0a930b75,USER_07451,2024-04-11 16:50:00,Gift Card,Rs. 1000 Shopping Voucher,Lifestyle,897.19,18.07,32.44,786,UPI,Successful,MERCH_0853,Android,Suburban,normal,normal,864.75,0.020140661398366008,0.03615733568140527,0.8760686142288701,16,3,0,Afternoon,2,1286.825,3
3188,f387c5fa-55e7-439f-8fd1-928dbe3256cb,USER_09805,2024-04-11 22:20:00,Gift Card,Rs. 5000 Luxury Card,Flipkart,3217.32,3.15,44.4,194,Debit Card,Successful,MERCH_0405,Android,Urban,normal,normal,3172.92,0.0009790757524896496,0.013800305844616015,0.0602986336453943,22,3,0,Evening,2,6516.2699999999995,7
3189,fdf2ded2-9727-424c-8eaa-9015e141cbcb,USER_05281,2024-04-12 00:32:00,Flight Booking,Ahmedabad to Jaipur,MakeMyTrip,2687.27,31.84,94.77,968,Wallet Balance,Successful,MERCH_0312,iOS,Rural,normal,normal,2592.5,0.011848455867851016,0.03526627395088696,0.36021687437436506,0,4,0,Night,1,2687.27,5
3190,f19e436e-c016-4592-9d3a-11b89f2291e2,USER_00038,2024-04-12 02:31:00,Hotel Booking,Deluxe Room,Fab Hotels,6961.74,30.54,66.54,988,Credit Card,Successful,MERCH_0159,Web,Urban,normal,normal,6895.2,0.0043868343259012834,0.00955795533875152,0.1419185433526676,2,4,0,Night,1,6961.74,6
3191,1ed0cbdd-b5e9-41c8-abaf-29e59fe89973,USER_04444,2024-04-12 03:42:00,Education Fee,Digital Marketing Certification,Vedantu,4988.6,6.41,3.87,461,Bank Transfer,Successful,MERCH_0259,Android,Urban,normal,normal,4984.7300000000005,0.0012849296395782382,0.0007757687527562843,0.0924106963877641,3,4,0,Night,1,4988.6,4
3192,82d91997-f9c5-47bc-9672-fae316bee52e,USER_08723,2024-04-12 04:03:00,Education Fee,Data Science Bootcamp,BYJU'S,7169.93,11.31,66.1,626,Bank Transfer,Successful,MERCH_0345,iOS,Urban,normal,normal,7103.83,0.001577421257948125,0.009219057926646424,0.08730908112073618,4,4,0,Night,1,7169.93,7
3193,0eeb4a54-9424-4d27-a7b7-dfe7284b4bbc,USER_04489,2024-04-12 04:12:00,Water Bill,Commercial Property,Hyderabad Water Board,9056.04,42.39,59.26,361,Bank Transfer,Successful,MERCH_0317,iOS,Urban,normal,normal,8996.78,0.0046808538831542255,0.006543699011930158,0.039862898132075386,4,4,0,Night,1,9056.04,10
3194,100a0abc-00b0-4f6e-91a7-3afdae6fb798,USER_02155,2024-04-12 07:31:00,Rent Payment,2BHK Flat Deposit,OYO Life,2235.84,23.13,19.37,394,Bank Transfer,Successful,MERCH_0867,iOS,Rural,normal,normal,2216.4700000000003,0.010345105195362815,0.008663410619722341,0.17622012308573062,7,4,0,Morning,3,3131.11,6
3195,25e95ca3-0aca-497e-a502-07c8b8f1b89f,USER_03523,2024-04-12 07:56:00,Hotel Booking,Suite,Treebo,1909.96,12.75,18.64,362,Bank Transfer,Successful,MERCH_0109,iOS,Urban,normal,normal,1891.32,0.0066755324718842275,0.009759366688307609,0.18953276508408554,7,4,0,Morning,1,1909.96,8
3196,7d4584a3-d7da-43bd-aee8-1f5b8abd1b48,USER_03081,2024-04-12 08:13:00,Grocery Shopping,Refined Sunflower Oil,BigBasket,2670.96,34.9,25.24,921,UPI,Failed,MERCH_0806,iOS,Suburban,normal,normal,2645.7200000000003,0.013066462994578728,0.009449785844789888,0.34481984005750743,8,4,0,Morning,1,2670.96,5
3197,75c9db3a-2f37-4fcd-aa5e-eeaff3864a71,USER_05857,2024-04-12 09:04:00,Internet Bill,Business Internet Plan,ACT Fibernet,4201.93,8.69,76.9,434,Credit Card,Successful,MERCH_0891,Android,Suburban,normal,normal,4125.030000000001,0.0020680972791074577,0.018301114011894534,0.10328587101641389,9,4,0,Morning,2,6604.885,8
3198,90696201-40e2-4ab0-9f67-60888b6522ab,USER_07291,2024-04-12 09:13:00,Insurance Premium,Travel Insurance,ICICI Prudential,1353.33,21.39,37.17,897,Bank Transfer,Successful,MERCH_0502,Android,Urban,normal,normal,1316.1599999999999,0.015805457648910465,0.027465584890603183,0.6628095143091486,9,4,0,Morning,2,1794.555,2
3199,98325c14-2862-4bfd-a989-a39b1cd8ce31,USER_05315,2024-04-12 10:05:00,Online Shopping,Fitness Tracker,Snapdeal,3812.82,43.36,55.79,47,Bank Transfer,Successful,MERCH_0792,Android,Suburban,normal,normal,3757.03,0.011372160238353763,0.014632214476424273,0.01232683420670265,10,4,0,Morning,2,3977.4849999999997,7
3200,de9ec63c-8c48-4288-91c4-5b330c617232,USER_08776,2024-04-12 15:12:00,Online Shopping,Fitness Tracker,Nykaa,527.49,2.08,73.43,388,Debit Card,Successful,MERCH_0612,iOS,Urban,normal,normal,454.06,0.0039432027147434075,0.1392064304536579,0.7355589679425202,15,4,0,Afternoon,2,2074.315,8
3201,49089a94-7797-4380-9810-eedc448bc054,USER_06395,2024-04-12 17:31:00,Rent Payment,2BHK Flat Deposit,Housing.com,9199.57,8.93,12.69,996,Debit Card,Successful,MERCH_0260,Android,Urban,normal,normal,9186.88,0.0009706975434721405,0.001379412298618305,0.10826592982063292,17,4,0,Afternoon,1,9199.57,4
3202,0c16d009-1691-47ac-b19b-8641a4c36a4a,USER_00348,2024-04-12 22:43:00,Bus Ticket,AC Seater,RedBus,3113.94,16.13,48.2,800,Debit Card,Successful,MERCH_0444,iOS,Urban,normal,normal,3065.7400000000002,0.00517993281823028,0.015478782507048948,0.2569092532290282,22,4,0,Evening,1,3113.94,2
3203,11f96eb2-8d84-4158-87ca-62fd083c6dd3,USER_09689,2024-04-12 23:12:00,Gaming Credits,Premium Skin,Call of Duty Mobile,348.39,41.86,69.61,929,Bank Transfer,Successful,MERCH_0522,iOS,Suburban,normal,normal,278.78,0.12015270243118345,0.19980481644134448,2.666551852808634,23,4,0,Evening,1,348.39,6
3204,75abd2e4-db57-446b-807f-f8538bf55c53,USER_06210,2024-04-13 00:01:00,Movie Ticket,Avengers: Endgame,INOX,3540.83,10.42,67.49,907,Wallet Balance,Pending,MERCH_0620,Android,Urban,normal,normal,3473.34,0.0029428128433163976,0.01906050276347636,0.2561546304115137,0,5,1,Night,4,4568.0625,7
3205,dab0226b-6300-423b-b8fc-a0d96e15a585,USER_06258,2024-04-13 00:07:00,Streaming Service,Standard Plan,ZEE5,4584.16,40.09,55.03,366,UPI,Successful,MERCH_0183,iOS,Urban,normal,normal,4529.13,0.008745331751073261,0.0120043803008621,0.07984014519563017,0,5,1,Night,2,6820.26,11
3206,91c00276-6b28-4d1a-86c3-2d8120a1c3a4,USER_05594,2024-04-13 02:47:00,Loan Repayment,Personal Loan Payment,SBI,2455.52,41.11,26.19,196,Wallet Balance,Successful,MERCH_0288,Android,Urban,normal,normal,2429.33,0.01674187137551313,0.010665765296149085,0.07982016029191373,2,5,1,Night,1,2455.52,6
3207,6e9aca5f-a7bb-4265-b171-a1e0dc2bee3e,USER_07805,2024-04-13 02:49:00,Online Shopping,Steel Toe Shoes,Amazon,7967.57,1.69,99.69,243,Wallet Balance,Successful,MERCH_0199,Android,Urban,normal,normal,7867.88,0.00021210984026497415,0.012511970400009037,0.0304986338369164,2,5,1,Night,1,7967.57,4
3208,35af3545-6df3-4400-8d67-3ca151ed4e59,USER_05616,2024-04-13 02:53:00,Rent Payment,2BHK Flat Deposit,Airbnb,657.45,37.53,10.91,374,Wallet Balance,Successful,MERCH_0168,Android,Urban,normal,normal,646.5400000000001,0.05708418891170431,0.01659441782645068,0.5688645524374477,2,5,1,Night,1,657.45,8
3209,e16728f9-ff7e-49e1-b3b2-d7fe0f2bcac9,USER_00081,2024-04-13 04:33:00,Online Shopping,Steel Toe Shoes,Myntra,7924.44,31.36,85.84,426,Debit Card,Successful,MERCH_0892,Android,Urban,normal,normal,7838.599999999999,0.003957377429824695,0.010832311179086472,0.05375774187198086,4,5,1,Night,1,7924.44,6
3210,bf2c4478-da58-4f9f-a183-5b19d971a63f,USER_09568,2024-04-13 04:55:00,Flight Booking,Delhi to Mumbai,Ixigo,8996.46,18.26,83.9,195,Credit Card,Successful,MERCH_0544,iOS,Urban,normal,normal,8912.56,0.002029687232533686,0.009325890405781832,0.021675192242281965,4,5,1,Night,1,8996.46,5
3211,f10278ea-6734-481e-85ea-1e3d9c07af48,USER_07090,2024-04-13 07:22:00,Loan Repayment,Education Loan EMI,HDFC Bank,360.36,25.94,47.81,937,UPI,Successful,MERCH_0366,Android,Urban,normal,normal,312.55,0.07198357198357198,0.13267288267288269,2.6001776001776,7,5,1,Morning,1,360.36,3
3212,d0589c43-3520-4e72-95d1-d9924217c094,USER_06662,2024-04-13 09:53:00,Movie Ticket,Dangal,INOX,7637.76,32.35,62.06,102,Bank Transfer,Successful,MERCH_0923,iOS,Suburban,normal,normal,7575.7,0.004235535025976202,0.008125418971007206,0.013354700854700854,9,5,1,Morning,1,7637.76,8
3213,9c53227c-7ddf-4376-8715-63e69e4fb886,USER_08843,2024-04-13 10:20:00,Water Bill,Industrial Use,Bangalore Water Supply,6889.51,1.58,3.4,828,Debit Card,Successful,MERCH_0112,iOS,Suburban,normal,normal,6886.110000000001,0.0002293341616457484,0.0004935038921490787,0.12018271255865802,10,5,1,Morning,1,6889.51,6
3214,bbaa19df-b000-446e-aac8-391719e252d0,USER_08917,2024-04-13 13:06:00,Bus Ticket,AC Seater,MakeMyTrip Bus,1806.04,11.15,67.0,904,UPI,Successful,MERCH_0459,Android,Rural,normal,normal,1739.04,0.006173728156629975,0.037097738699032136,0.5005426236406724,13,5,1,Afternoon,1,1806.04,10
3215,bf0100ec-f35f-4b65-bff2-01d8b21164ca,USER_03146,2024-04-13 16:13:00,Mobile Recharge,Postpaid Plan 599,Vodafone,4564.34,42.88,23.18,990,Debit Card,Successful,MERCH_0567,iOS,Suburban,normal,normal,4541.16,0.009394567451153945,0.005078499848828089,0.21689882874632477,16,5,1,Afternoon,1,4564.34,8
3216,61fde562-c5b3-4308-8158-8059be492fef,USER_04524,2024-04-13 16:18:00,Flight Booking,Chennai to Hyderabad,Ixigo,2822.54,31.88,59.16,218,UPI,Successful,MERCH_0045,Android,Rural,normal,normal,2763.38,0.011294791216422087,0.02095984467890623,0.07723539790401553,16,5,1,Afternoon,1,2822.54,9
3217,0716dd89-c681-4a27-a211-2664316f6238,USER_01029,2024-04-14 00:13:00,Insurance Premium,Travel Insurance,Max Life,1695.32,17.99,66.75,814,Bank Transfer,Successful,MERCH_0755,Android,Urban,normal,normal,1628.57,0.010611565958049218,0.03937309770426822,0.48014534129249936,0,6,1,Night,1,1695.32,2
3218,f2fa2caf-4f2d-4865-aff9-528f5869d42d,USER_00295,2024-04-14 00:46:00,Hotel Booking,Suite,Treebo,1383.56,19.75,25.64,748,UPI,Successful,MERCH_0554,Android,Suburban,normal,normal,1357.9199999999998,0.014274769435369627,0.018531903206221632,0.5406343057041256,0,6,1,Night,2,3602.745,3
